id,endereco_tse,cep,bairro,nome_municipio,uf,municipio_id
14-0151,"RUA JOSE SCHOLTZ  NÚMERO 201, ESQUINA COM OSÓRIO ALVES",85570000,LOTEAMENTO JARACATIA,SÃO JOÃO,PR,4124806
14-0132,RUA LAURO LOPES DIAS N 1020 - FÓRUM ELEITORAL,86930000,JARDIM SANTA TEREZINHA,SÃO JOÃO DO IVAÍ,PR,4125001
14-0052,"RUA VEREADOR PEDRO VAGNER, 05",84150000,CENTRO,SÃO JOÃO DO TRIUNFO,PR,4125100
14-0008,"RUA ANGELO ZEN, 53 - FORUM ELEITORAL",83005620,CENTRO,SÃO JOSÉ DOS PINHAIS,PR,4125506
14-0199,"RUA ANGELO ZEN, 53 (PRÓX. SHOPPING SÃO JOSÉ)",83005620,CENTRO,SÃO JOSÉ DOS PINHAIS,PR,4125506
14-0200,"RUA ANGELO ZEN, 53 - FORUM ELEITORAL",83005620,CENTRO,SÃO JOSÉ DOS PINHAIS,PR,4125506
14-0012,"RUA DOM PEDRO II, 785",83900000,CENTRO,SÃO MATEUS DO SUL,PR,4125605
14-0122,"RUA NEREU RAMOS, 400",85877000,CENTRO,SÃO MIGUEL DO IGUAÇU,PR,4125704
14-0206,RUA FRANCISCO DE ALMEIDA S/N,87111650,JARDIM NOVA ALIANÇA,SARANDI,PR,4126256
14-0054,"RUA JOSE DOMINGOS BRANCO, 820",84220000,JARDIM APOLO,SENGÉS,PR,4126306
14-0040,"RUA MINAS GERAIS, 802",86170000,CENTRO,SERTANÓPOLIS,PR,4126504
14-0021,"RUA RIO GRANDE DO NORTE, S/N - FÓRUM ELEITORAL",84940000,SANTA IZABEL,SIQUEIRA CAMPOS,PR,4126603
14-0053,"RUA JOÃO NEGRÃO JUNIOR, 380",84530000,CENTRO,TEIXEIRA SOARES,PR,4127007
14-0111,"AV. NOSSA SRA DE FATIMA, EM FTE N 353 - FORUM ELEITORAL",84261500,CENTRO,TELÊMACO BORBA,PR,4127106
14-0173,"RUA OURUPU, 145 - FORUM ELEITORAL",87240000,CENTRO,TERRA BOA,PR,4127205
14-0105,"AVENIDA LUIZ GUALTIERRE, 615",87890000,CENTRO,TERRA RICA,PR,4127304
14-0125,"RUA SÃO PAULO, 300",85990000,PARQUE VERDE,TERRA ROXA,PR,4127403
14-0017,"RODOVIA PR 340, S/N, FÓRUM ELEITORAL, AO LADO DA ESCOLA AROLDO",84300000,CAPIVARI,TIBAGI,PR,4127502
14-0075,"RUA MIRALDO PEDRO ZIBETTI, 185 - FORUM ELEITORAL",85903160,JARDIM SANTA MARIA,TOLEDO,PR,4127700
14-0148,"RUA MIRALDO PEDRO ZIBETTI, 185 - FORUM ELEITORAL",85903160,JARDIM SANTA MARIA,TOLEDO,PR,4127700
14-0201,"RUA MIRALDO PEDRO ZIBETTI, 185 - FORUM ELEITORAL",85903160,JARDIM SANTA MARIA,TOLEDO,PR,4127700
14-0019,"RUA CONS. AVELINO A. VIEIRA, 556 - FORUM DES ERNANI ALMEIDA DE ABREU",84935000,CENTRO,TOMAZINA,PR,4127809
14-0098,"RUA SANTOS DUMONT S/N Q.13 LT. 7, 8, 9.",85440000,CENTRO,UBIRATÃ,PR,4128005
14-0089,"RUA DES. ANTONIO F. F. DA COSTA, 3585 - FORUM ELEITORAL",87501200,CENTRO,UMUARAMA,PR,4128104
14-0142,RUA DES. ANTONIO F. F. DA COSTA - 3585 - FORUM ELEITORAL,87501200,CENTRO,UMUARAMA,PR,4128104
14-0202,RUA DES. ANTONIO F. F. DA COSTA - 3585 - CENTRO CIVICO,87501200,CENTRO,UMUARAMA,PR,4128104
14-0033,"RUA PRUDENTE DE MORAIS, 118",84600000,CENTRO,UNIÃO DA VITÓRIA,PR,4128203
14-0153,"RUA PRUDENTE DE MORAIS, 118",84600000,CENTRO,UNIÃO DA VITÓRIA,PR,4128203
14-0084,AV. PARANÁ ESQUINA COM RUA PROF CECÍLIA ASSUMPÇÃO AVELAR,86280000,CENTRO,URAÍ,PR,4128401
14-0020,"ESTRADA MUNICIPAL, N 340",84950000,JARDIM SAN RAFAEL,WENCESLAU BRAZ,PR,4128500
14-0117,"AV. ROQUE GONZALES, 215 - FÓRUM ESTADUAL",87535000,CENTRO,XAMBRÊ,PR,4128807
24-0071,"R PE. JOAO DE SMEDT, 1274 TERREO - FORUM",89830000,CENTRO,ABELARDO LUZ,SC,4200101
24-0082,"AVENIDA ANCHIETA, N. 166",89970000,CENTRO,ANCHIETA,SC,4200804
24-0052,"AVENIDA EDUARDO SALMORIA, 485",88590000,CENTRO,ANITA GARIBALDI,SC,4201000
24-0001,"AVENIDA XV DE NOVEMBRO, 1475 - SALA 103 - ED. CLASSIC",88900019,CENTRO,ARARANGUÁ,SC,4201406
24-0056,"RUA 2850, N. 470, ED. SAN SALVATORE",88330363,CENTRO,BALNEÁRIO CAMBORIÚ,SC,4202008
24-0103,"RUA 2850, N. 470, ED. SAN SALVATORE",88330363,CENTRO,BALNEÁRIO CAMBORIÚ,SC,4202008
24-0080,"RUA PLÁCIDO GOMES DE OLIVEIRA, 08",88390000,CENTRO,BARRA VELHA,SC,4202107
24-0002,"R HERMÓGENES PRAZERES, 277",88160000,CENTRO,BIGUAÇU,SC,4202305
24-0003,"PRAÇA VICTOR KONDER, 60, FÓRUM UNIVERSITÁRIO",89010150,CENTRO,BLUMENAU,SC,4202404
24-0088,"PRAÇA VICTOR KONDER, N. 60, CENTRO",89010150,CENTRO,BLUMENAU,SC,4202404
24-0089,"PRAÇA VICTOR KONDER, N. 60, CENTRO",89010150,CENTRO,BLUMENAU,SC,4202404
24-0004,"R ANITA GARIBALDI, 343, LOJA 01, TÉRREO.",88680000,CENTRO,BOM RETIRO,SC,4202602
24-0044,"RUA BERNARDO LOCKS, N. 148, 2 ANDAR, SALA 208, CENTRO",88750000,CENTRO,BRAÇO DO NORTE,SC,4202800
24-0005,"RUA HUMBERTO MATTIOLLI, 78",88350140,CENTRO,BRUSQUE,SC,4202909
24-0086,"RUA HUMBERTO MATTIOLLI, 78",88350140,CENTRO,BRUSQUE,SC,4202909
24-0006,"R VICTOR BAPTISTA ADAMI, 919, SALA 01",89500000,CENTRO,CAÇADOR,SC,4203006
24-0069,"RUA OSVALDO DÁRIO DALL'IGNA, N. 794, SALA 2,",89980000,CENTRO,CAMPO ERÊ,SC,4203501
24-0007,"R CORONEL FARRAPO, 428",89620000,CENTRO,CAMPOS NOVOS,SC,4203600
24-0008,"RUA MARECHAL FLORIANO, 959",89460000,CENTRO,CANOINHAS,SC,4203808
24-0037,"RUA NARCISO BARISON, 171",89665000,CENTRO,CAPINZAL,SC,4203907
24-0035,"AV. NEREU RAMOS, N. 1841-E",89805018,CENTRO,CHAPECÓ,SC,4204202
24-0094,"AV. NEREU RAMOS, 1841-E, , CENTRO",89805018,CENTRO,CHAPECÓ,SC,4204202
24-0009,"R ÂNGELO ARI BIEZUS, N. 69, LOJA 01",89700000,IMIGRANTES,CONCÓRDIA,SC,4204301
24-0090,"RUA ÂNGELO ARI BIEZUS, N. 69, TÉRREO, COND. JUAN LUIS",89700000,IMIGRANTES,CONCÓRDIA,SC,4204301
24-0010,"AV GETULIO VARGAS, 361, PALÁCIO DO ESTADO",88801500,CENTRO,CRICIÚMA,SC,4204608
24-0092,"AV GETULIO VARGAS, 361",88801500,CENTRO,CRICIÚMA,SC,4204608
24-0098,"AV GETÚLIO VARGAS, N. 361, PALÁCIO DO ESTADO",88801500,CENTRO,CRICIÚMA,SC,4204608
24-0083,"RUA BENJAMIN CONSTANT, 972",89890000,CENTRO,CUNHA PORÃ,SC,4204707
24-0011,"AVENIDA ADVOGADO SEBASTIAO CALOMENO, S/N",89520000,SAO FRANCISCO,CURITIBANOS,SC,4204806
24-0050,"AV WASHINGTON LUIZ, 775",89950000,CENTRO,DIONÍSIO CERQUEIRA,SC,4205001
24-0012,"AV. RIO BRANCO, N. 797",88015203,CENTRO,FLORIANÓPOLIS,SC,4205407
24-0013,"AVENIDA RIO BRANCO, N. 797",88015203,CENTRO,FLORIANÓPOLIS,SC,4205407
24-0100,"AV. RIO BRANCO, N. 797",88015203,CENTRO,FLORIANÓPOLIS,SC,4205407
24-0101,"AVENIDA RIO BRANCO, N. 797",88015203,CENTRO,FLORIANÓPOLIS,SC,4205407
24-0077,"RUA ALBANO BURGUER, 45, SALA 03",89580000,SÃO JOSÉ,FRAIBURGO,SC,4205506
24-0064,"RUA JACKCEIA DE ANDRADE, N. 66",89110000,SETE DE SETEMBRO,GASPAR,SC,4205902
24-0060,"R 28 DE AGOSTO, 2000",89270000,CENTRO,GUARAMIRIM,SC,4206504
24-0014,"RUA DOUTOR GETÚLIO VARGAS, 560 - SALA TÉRREA",89140000,CENTRO,IBIRAMA,SC,4206900
24-0079,"R VITÓRIA, 201 - CENTRO",88820000,CENTRO,IÇARA,SC,4207007
24-0062,RUA ANTONIO BITTENCOURT CAPANEMA S/N,88770000,CENTRO,IMARUÍ,SC,4207205
24-0073,"AV SANTA CATARINA, 186",88780000,CENTRO,IMBITUBA,SC,4207304
24-0015,"RUA MARECHAL FLORIANO PEIXOTO, 35, EDIFÍCIO MENKE, LOJA 10",89130000,CENTRO,INDAIAL,SC,4207502
24-0038,"RUA CARRIL PFLANZER, N. 69, CENTRO",89340000,CENTRO,ITAIÓPOLIS,SC,4208104
24-0016,"R URUGUAI 222, FORUM",88302900,CENTRO,ITAJAÍ,SC,4208203
24-0097,"R URUGUAI 222, FORUM",88302901,CENTRO,ITAJAÍ,SC,4208203
24-0091,"AVENIDA NEREU RAMOS, N. 1194 - SALA 2",88220000,CENTRO,ITAPEMA,SC,4208302
24-0065,"RUA SÃO JOSÉ, 10, ED. FÓRUM",89896000,CENTRO,ITAPIRANGA,SC,4208401
24-0039,"R MAJOR GENEROSO, 45 - TÉRREO",88400000,CENTRO,ITUPORANGA,SC,4208500
24-0017,"AV MAL. DEODORO DA FONSECA, N.  1188, SL. 103.",89251702,CENTRO,JARAGUÁ DO SUL,SC,4208906
24-0087,"AV MAL. DEODORO DA FONSECA, N. 1188, SL. 103 - TÉRREO",89251702,CENTRO,JARAGUÁ DO SUL,SC,4208906
24-0018,"AV XV DE NOVEMBRO, 12 - TÉRREO - SALA 02",89600000,CENTRO,JOAÇABA,SC,4209003
24-0085,"AV. XV DE NOVEMBRO, N. 12, TÉRREO, SALA 02",89600000,CENTRO,JOAÇABA,SC,4209003
24-0019,"R JAGUARUNA, 38",89201450,CENTRO,JOINVILLE,SC,4209102
24-0076,"R JAGUARUNA, 38",89201450,CENTRO,JOINVILLE,SC,4209102
24-0095,RUA JAGUARUNA 38,89201450,CENTRO,JOINVILLE,SC,4209102
24-0096,"R JAGUARUNA, 38 - CENTRO",89201450,CENTRO,JOINVILLE,SC,4209102
24-0105,"R JAGUARUNA, 38",89201450,CENTRO,JOINVILLE,SC,4209102
24-0021,"R VERÍSSIMO GALDINO DUARTE, 120",88502330,CENTRO,LAGES,SC,4209300
24-0093,"R VERÍSSIMO GALDINO DUARTE, 120",88502330,CENTRO,LAGES,SC,4209300
24-0104,"R VERÍSSIMO GALDINO DUARTE, 120",88502330,CENTRO,LAGES,SC,4209300
24-0020,"AV. COLOMBO MACHADO SALLES, 11, CENTRO",88790000,CENTRO,LAGUNA,SC,4209409
24-0022,"AV CEL. JOSÉ SEVERIANO MAIA, 548",89300000,JARDIM ESPLANADA,MAFRA,SC,4210100
24-0058,"AVENIDA ANITA GARIBALDI, 1012, SALA 01",89874000,CENTRO,MARAVILHA,SC,4210506
24-0040,"R WALDEMAR ERNESTO GLUFKE, 71, FÓRUM",89893000,CENTRO,MONDAÍ,SC,4211009
24-0023,RUA ANTONIO DA SILVA CASCAES 520 CENTRO,88870000,CENTRO,ORLEANS,SC,4211702
24-0024,"R NAJLA CARONE GUEDERT, N. 951, PARQUE RESIDENCIAL PAGANI",88132150,PASSA VINTE,PALHOÇA,SC,4211900
24-0041,"RUA VISCONDE DO RIO BRANCO, 932, SALA 2",89887000,CENTRO,PALMITOS,SC,4212106
24-0081,"RUA NEREU RAMOS, 2983, SALAS 10 E 11",89370000,CENTRO,PAPANDUVA,SC,4212205
24-0068,AV GETÚLIO VARGAS ESQ AV NEREU RAMOS 109 SL2 ED CIDA ULLER,88380000,CENTRO,BALNEÁRIO PIÇARRAS,SC,4212809
24-0066,"AVENIDA CAPITÃO ANIZIO, 1.037",89870000,CENTRO,PINHALZINHO,SC,4212908
24-0055,"R XV DE NOVEMBRO, 700 FORUM",89107000,CENTRO,POMERODE,SC,4213203
24-0063,"AV. XV DE NOVEMBRO, N. 86, SALA 2, EDIFÍCIO MARAFON",89683000,CENTRO,PONTE SERRADA,SC,4213401
24-0025,"R MATOS COSTA, 344",89400000,CENTRO,PORTO UNIÃO,SC,4213609
24-0078,AV CEL ERNESTO BERTASO 1300 SL5  ED DOM VICTÓRIO,89850000,CENTRO,QUILOMBO,SC,4214201
24-0026,R JULIO ROUSSENQ FILHO 265,89160000,JARDIM AMÉRICA,RIO DO SUL,SC,4214805
24-0102,"R JÚLIO ROUSSENQ FILHO, 265",89160196,JARDIM AMÉRICA,RIO DO SUL,SC,4214805
24-0074,"R PREFEITO HUGO FISCHER, 242, SALA 2",89295000,BELA VISTA,RIO NEGRINHO,SC,4215000
24-0051,"AV XV DE NOVEMBRO S/N  ESQ. RUA ANTONIO CARLOS DE MEDEIROS 531, SL. 01",89540000,CENTRO,SANTA CECÍLIA,SC,4215505
24-0067,"RUA PEDRO MANSUR ELIAS, 25 - SALA 01",88140000,CENTRO,SANTO AMARO DA IMPERATRIZ,SC,4215703
24-0030,"R HENRIQUE SCHWARZ, N. 61, S. 11-A",89280118,CENTRO,SÃO BENTO DO SUL,SC,4215802
24-0070,"RUA LA SALLE, 228, CENTRO",89885000,CENTRO,SÃO CARLOS,SC,4216008
24-0075,"R RUI BARBOSA, 325, SALA 1, TÉRREO",89835000,CENTRO,SÃO DOMINGOS,SC,4216107
24-0027,"R BARÃO DO RIO BRANCO, 377, SL. 301",89240000,CENTRO,SÃO FRANCISCO DO SUL,SC,4216206
24-0053,"RUA NEREU RAMOS, N. 188, SALAS 09, 11 E 13.",88240000,CENTRO,SÃO JOÃO BATISTA,SC,4216305
24-0028,"R LEONEL MACHADO, 181",88600000,CENTRO,SÃO JOAQUIM,SC,4216503
24-0029,"AV BEIRA-MAR DE SÃO JOSÉ, ESQUINA COM LUIZ FAGUNDES",88103500,PRAIA COMPRIDA,SÃO JOSÉ,SC,4216602
24-0084,"AV BEIRA MAR, SN, ESQUINA COM A RUA LUIZ FAGUNDES",88103500,PRAIA COMPRIDA,SÃO JOSÉ,SC,4216602
24-0072,"RUA ALCIDES VOLKWEIS, N. 70, SALA 2",89930000,CENTRO,SÃO JOSÉ DO CEDRO,SC,4216701
24-0049,"RUA RUI BARBOSA, 830, TÉRREO",89990000,CENTRO,SÃO LOURENÇO DO OESTE,SC,4216909
24-0045,"RUA 7 DE SETEMBRO, 2570, SALA 6, ED. LEOLINO BALDISSERA",89900000,CENTRO,SÃO MIGUEL DO OESTE,SC,4217204
24-0061,"RUA SÉTIMO CASAROTTO, N. 98. SALA 2.",89770000,CENTRO,SEARA,SC,4217501
24-0054,"RUA SANTO ANTÔNIO, N. 205",88960000,CENTRO,SOMBRIO,SC,4217709
24-0046,"RUA VEREADOR EDMUNDO ERN, 64 - SALA 1",89190000,CENTRO,TAIÓ,SC,4217808
24-0047,"AVENIDA IRMÃOS PICCOLI, N. 220, SALA 07, CENTRO",89642000,CENTRO,TANGARÁ,SC,4217907
24-0031,"R FLORIANÓPOLIS, 106, SL. 02",88200000,CENTRO,TIJUCAS,SC,4218004
24-0032,"AV GETULIO VARGAS, 736 TERREO FÓRUM",89120000,CENTRO,TIMBÓ,SC,4218202
24-0057,"R GETÚLIO VARGAS, 411",89176000,CIDADE ALTA,TROMBUDO CENTRAL,SC,4218608
24-0033,"AV MARCOLINO MARTINS CABRAL, 1315, ED COML PHL, 2 PISO",88701000,CENTRO,TUBARÃO,SC,4218707
24-0099,"AV MARCOLINO MARTINS CABRAL, 1315",88701000,CENTRO,TUBARÃO,SC,4218707
24-0042,"R. AFONSO COLODEL, 19, SALA 2. ED AMÉRICA",88930000,CENTRO,TURVO,SC,4218806
24-0059,"AVENIDA ADOLFO KONDER, 358, SALA 401",88650000,CENTRO,URUBICI,SC,4218905
24-0034,"R VIDAL RAMOS, N. 159, ED. BELAS ARTES, SALA 1",88840000,CENTRO,URUSSANGA,SC,4219002
24-0036,"RUA ANTONIO PINTO, 178, SALA 3",89560000,ALVORADA,VIDEIRA,SC,4219309
24-0043,"TV ERNESTO CARMELLI, 55, SALA 1",89820000,CENTRO,XANXERÊ,SC,4219507
24-0048,"R. RIO GRANDE, N. 653",89825000,CENTRO,XAXIM,SC,4219705
21-0005,"AV. TIARAJU, 1002",97546550,IBIRAPUITÃ,ALEGRETE,RS,4300406
21-0074,"RUA VIAMÃO, N. 049",94824300,SUMARE,ALVORADA,RS,4300604
21-0124,"RUA VIAMÃO, N. 049.",94824300,SUMARE,ALVORADA,RS,4300604
21-0006,"RUA WALDEMAR MANSUETO GRAZZIOTIN, 165 - SALA TÉRREA",95250000,CENTRO,ANTÔNIO PRADO,RS,4300802
21-0104,"RUA GENERAL DALTRO FILHO, 299 - SALA 105",95940000,CENTRO,ARROIO DO MEIO,RS,4301008
21-0154,"RUA 25 DE JULHO, 343",96950000,CENTRO,ARROIO DO TIGRE,RS,4301206
21-0092,"RUA DR. MONTEIRO, 1320 - SALA 116",96330000,CENTRO,ARROIO GRANDE,RS,4301305
21-0145,"RUA GETÚLIO VARGAS,629,SALA 02",95995000,CENTRO,ARVOREZINHA,RS,4301404
21-0155,"RUA VENANCIO AIRES, 2470",98740000,CENTRO,AUGUSTO PESTANA,RS,4301503
21-0007,"RUA MARECHAL DEODORO, 272",96400400,CENTRO,BAGÉ,RS,4301602
21-0142,RUA MARECHAL DEODORO N. 274,96400400,CENTRO,BAGÉ,RS,4301602
21-0151,"RUA CEL. ARAÚJO RIBEIRO, 296",96790000,CENTRO,BARRA DO RIBEIRO,RS,4301909
21-0008,RUA GAL. GOES MONTEIRO N. 91 - SALA 1,95703080,SÃO FRANCISCO,BENTO GONÇALVES,RS,4302105
21-0063,"RUA BORGES DE MEDEIROS, 690",95290000,CENTRO,BOM JESUS,RS,4302303
21-0116,"AV. LEANDRO DE ALMEIDA, 855",96750000,CENTRO,BUTIÁ,RS,4302709
21-0009,"RUA SILVA JARDIM, 609 - TÉRREO",96570000,CENTRO,CAÇAPAVA DO SUL,RS,4302808
21-0010,"RUA XV DE NOVEMBRO, 563",96508751,CENTRO,CACHOEIRA DO SUL,RS,4303004
21-0139,"RUA MANATÁ, 690 SL 216  (2 ANDAR)  PRINCESA ISABEL",94940190,BAIRRO PRINCESA ISABEL,CACHOEIRINHA,RS,4303103
21-0143,"RUA MANATÁ, 690 SALA 104A (FORUM)- PRINCESA ISABEL",94940190,BAIRRO PRINCESA ISABEL,CACHOEIRINHA,RS,4303103
21-0012,"AVENIDA ANTÔNIO DURO, 253",96180000,CENTRO,CAMAQUÃ,RS,4303509
21-0166,"RUA PORTO ALEGRE, 330",98975000,CENTRO,CAMPINA DAS MISSÕES,RS,4303707
21-0105,"TIRADENTES, 160",93700000,CENTRO,CAMPO BOM,RS,4303905
21-0013,"AVENIDA MARECHAL DEODORO, 432",96930000,CENTRO,CANDELÁRIA,RS,4304200
21-0065,"RUA DONA CARLINDA, 450 - SALA 227",95680000,CENTRO,CANELA,RS,4304408
21-0014,"RUA JULIO DE CASTILHOS, 803",96600000,CENTRO,CANGUÇU,RS,4304507
21-0066,"AVENIDA GUILHERME SCHELL, 6080",92310364,CENTRO,CANOAS,RS,4304606
21-0134,"AV. GUILHERME SCHELL, 6080",92310364,CENTRO,CANOAS,RS,4304606
21-0170,"AV. GHILHERME SCHELL, 6080, SALA 170",92310364,CENTRO,CANOAS,RS,4304606
21-0171,"AVENIDA GUILHERME SCHELL, 6080",92310364,CENTRO,CANOAS,RS,4304606
21-0150,"AVENIDA POTI, 277- SALA 1",95555000,CENTRO,CAPÃO DA CANOA,RS,4304630
21-0015,"RUA VENÂNCIO AIRES, 688, SALA 103",99500000,CENTRO,CARAZINHO,RS,4304705
21-0152,RUA RUI BARBOSA 126 SALA 208,95185000,CENTRO,CARLOS BARBOSA,RS,4304804
21-0138,"RUA TIRADENTES, N. 536",99260000,CENTRO,CASCA,RS,4304903
21-0016,"RUA GARIBALDI, 596",95080190,CENTRO,CAXIAS DO SUL,RS,4305108
21-0136,"RUA GARIBALDI, 596",95080190,CENTRO,CAXIAS DO SUL,RS,4305108
21-0169,"RUA GARIBALDI, 596",95080190,CENTRO,CAXIAS DO SUL,RS,4305108
21-0096,"RUA CEL. JORGE FRANTZ, 846",97900000,CENTRO,CERRO LARGO,RS,4305207
21-0146,"RUA CANTIDIO RODRIGUES DE ALMEIDA, 420 SALA 101",99680000,CIDADE,CONSTANTINA,RS,4305801
21-0140,"RUA FRANCISCO MANOEL DINIZ, 706",98580000,CENTRO,CORONEL BICACO,RS,4305900
21-0091,"RUA 20 DE SETEMBRO, 245",98640000,CENTRO,CRISSIUMAL,RS,4306007
21-0017,"AVENIDA VENÂNCIO AIRES, 1174",98005096,CENTRO,CRUZ ALTA,RS,4306106
21-0153,"AVENIDA SÃO MIGUEL, 350",93950000,CENTRO,DOIS IRMÃOS,RS,4306403
21-0018,"AV. RIO BRANCO, 1817 SALA 424",96450000,SANTA TEREZINHA,DOM PEDRITO,RS,4306601
21-0067,"RUA SETE DE SETEMBRO, 807",95960000,CENTRO,ENCANTADO,RS,4306809
21-0019,"AV. RODOLFO TABORDA, N. 100, SALA 208",96610000,CENTRO,ENCRUZILHADA DO SUL,RS,4306908
21-0020,"AV. COMANDANTE KRAEMER, 96 - CENTRO",99700374,CENTRO,ERECHIM,RS,4307005
21-0148,"AV. COMANDANTE KRAEMER, 96",99700000,CENTRO,ERECHIM,RS,4307005
21-0004,"AVENIDA FERNANDO FERRARI ,357",99400000,CENTRO,ESPUMOSO,RS,4307500
21-0118,RUA THEODOMIRO PORTO DA FONSECA 130 - TÉRREO - SALA 02,93600000,CENTRO,ESTÂNCIA VELHA,RS,4307609
21-0097,"AV. DOM PEDRO, 171 - TÉRREO",93265140,CENTRO,ESTEIO,RS,4307708
21-0021,"RUA DR. TOSTES, 180",95880000,CENTRO,ESTRELA,RS,4307807
21-0061,"RUA THOMAS EDSON, 355 , SALA 01",95180000,CENTRO,FARROUPILHA,RS,4307906
21-0119,"RUA ALBERTO PASQUALINI, 798",97220000,CENTRO,FAXINAL DO SOTURNO,RS,4308003
21-0165,"RUA TIRADENTES, 713",95770000,CENTRO,FELIZ,RS,4308102
21-0068,"RUA BORGES DE MEDEIROS, 2099 - SALA 11",95270000,CENTRO,FLORES DA CUNHA,RS,4308201
21-0094,"RUA TENENTE LIRA, 986",98400000,CENTRO,FREDERICO WESTPHALEN,RS,4308508
21-0098,"PRAÇA DA MATRIZ, 154, SALA 01, CENTRO",95720000,CENTRO,GARIBALDI,RS,4308607
21-0003,"RUA JOSÉ SPONCHIADO, 71",99830000,CENTRO,GAURAMA,RS,4308706
21-0070,"RUA AFONSO TAGLIARI, 40, SALA 100",99900000,CENTRO,GETÚLIO VARGAS,RS,4308904
21-0127,"RUA CORONEL BRAULIO DE OLIVEIRA, 923",98870000,LEIMANN,GIRUÁ,RS,4309001
21-0106,"RUA AUGUSTO DAROS 100, SALA 202",95670000,CENTRO,GRAMADO,RS,4309100
21-0071,"RUA IRMÃO GERALDO, 141 - SALA 401",94020110,DOM JOÃO BECKER,GRAVATAÍ,RS,4309209
21-0173,"RUA IRMAO GERALDO, 141 - SALA 401",94020110,CENTRO,GRAVATAÍ,RS,4309209
21-0090,"AV. NESTOR DE MOURA JARDIM, 387 -  3. ANDAR, SALA 326",92500000,CEL. NASSUCA,GUAÍBA,RS,4309308
21-0022,"RUA GINO MORASSUTTI, 1055",99200000,CENTRO,GUAPORÉ,RS,4309407
21-0120,"RUA URUGUAI, 1227",98920000,CENTRO,HORIZONTINA,RS,4309605
21-0121,"RUA FLORES DA CUNHA, 777",98200000,CENTRO,IBIRUBÁ,RS,4310009
21-0149,"RUA DA CONSTITUIÇÃO FEDERAL, N. 98, SALA 01",95650000,BOM PASTOR,IGREJINHA,RS,4310108
21-0023,"RUA TIRADENTES, 668, SALA 01",98700000,CENTRO,IJUÍ,RS,4310207
21-0024,"RUA RODRIGUES LIMA, 376 - 4 ANDAR",97650000,CENTRO,ITAQUI,RS,4310603
21-0025,"RUA URUGUAI, 1381 - ED. FÓRUM",96300000,CENTRO,JAGUARÃO,RS,4311007
21-0026,RUA DR EDU MARCHIORI DA SILVEIRA N 2445,97760000,CENTRO,JAGUARI,RS,4311106
21-0027,"RUA BARÃO DO RIO BRANCO, 180, SALA 06",98130000,CENTRO,JÚLIO DE CASTILHOS,RS,4311205
21-0028,"RUA DR. JORGE MOOJEN, 301",95300000,CENTRO,LAGOA VERMELHA,RS,4311304
21-0029,"RUA SANTOS FILHO, 394 - SALA 01",95900000,CENTRO,LAJEADO,RS,4311403
21-0062,"RUA IRINEU FERLIN, N 858",99150000,CENTRO,MARAU,RS,4311809
21-0031,"RUA DR. BRUNO DE ANDRADE, 1809 - TÉRREO",95780000,TIMBAÚVA,MONTENEGRO,RS,4312401
21-0122,"RUA QUINZE DE NOVEMBRO, 740",96270000,CENTRO,MOSTARDAS,RS,4312500
21-0117,"RUA LIBERATO SALZANO, 146 - SALA 01",99470000,CENTRO,NÃO-ME-TOQUE,RS,4312658
21-0099,"AV. ROCHA LOIRES, 510, SALAS 09,11 E 13",99600000,CENTRO,NONOAI,RS,4312708
21-0129,"RUA TIRADENTES, 406 - SALA 2",95150000,CENTRO,NOVA PETRÓPOLIS,RS,4313201
21-0075,"RUA HENRIQUE LENZI, 464",95320000,CENTRO,NOVA PRATA,RS,4313300
21-0076,"AVENIDA  PEDRO ADAMS FILHO, 3713",93410035,PATRIA NOVA,NOVO HAMBURGO,RS,4313409
21-0172,"AV. PEDRO ADAMS FILHO, 3713,",93410035,PATRIA NOVA,NOVO HAMBURGO,RS,4313409
21-0077,"RUA SETE DE SETEMBRO, 296",95520000,CENTRO,OSÓRIO,RS,4313508
21-0156,"AVENIDA LUIZ SILVEIRA, 461",95540000,CENTRO,PALMARES DO SUL,RS,4313656
21-0032,"RUA BORGES DE MEDEIROS, 421",98300000,CENTRO,PALMEIRA DAS MISSÕES,RS,4313706
21-0115,"RUA BARÃO DO RIO BRANCO, 452",98280000,CENTRO,PANAMBI,RS,4313904
21-0033,"RUA JÚLIO DE CASTILHOS, 60 - TÉRREO",99010690,CENTRO,PASSO FUNDO,RS,4314100
21-0128,"RUA JÚLIO DE CASTILHOS, 60 - TERREO",99010690,CENTRO,PASSO FUNDO,RS,4314100
21-0123,AVENIDA JOSE BONIFACIO N. 1968 SALA 104,96360000,CENTRO,PEDRO OSÓRIO,RS,4314209
21-0034,"AVENIDA FERREIRA VIANA, 1159",96085000,AREAL,PELOTAS,RS,4314407
21-0060,"AVENIDA FERREIRA VIANA, 1159",96085000,AREAL,PELOTAS,RS,4314407
21-0164,"AV FERREIRA VIANA, 1159",96085000,CENTRO,PELOTAS,RS,4314407
21-0035,"RUA ISRAEL AZAMBUJA, 415",96470000,CENTRO,PINHEIRO MACHADO,RS,4314506
21-0078,"RUA SETE DE SETEMBRO, 490 - PRIMEIRO ANDAR",96490000,CENTRO,PIRATINI,RS,4314605
21-0144,"RUA URUGUAI, 157 - TÉRREO",98470000,CENTRO,PLANALTO,RS,4314704
