Tribunal Regional Eleitoral do Ceará;;;;;;;;;;;;
Seções no Estado do Ceará;;;;;;;;;;;;
Não contempla os locais/seções de voto em trânsito. Os quantitativos de eleitores abrangem os eleitores que saíram para votar em trânsito.;;;;;;;;;;;;
Dados sujeitos a alterações - atualizados em  28/10/2014 06:10:27;;;;;;;;;;;;
;;;;;;;;;;;;
Zona;Cod. Município;Município;Cod. Local;Local de Votação;Endereço;Bairro;CEP;Nº da Seção Principal;Qtd. Eleitores Principal;Nºs das Seções Agregadas;Qtd. Eleitores Agregadas;Total Eleitores
115;13897;FORTALEZA;1031;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;RUA DR. RODRIGO CODES SANDOVAL, 374;MONDUBIM;60712070;21;409; ;0;409
115;13897;FORTALEZA;1031;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;RUA DR. RODRIGO CODES SANDOVAL, 374;MONDUBIM;60712070;272;393; ;0;393
115;13897;FORTALEZA;1031;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;RUA DR. RODRIGO CODES SANDOVAL, 374;MONDUBIM;60712070;302;399; ;0;399
115;13897;FORTALEZA;1031;ESCOLA MUNICIPAL PROFESSOR JACINTO BOTELHO;RUA DR. RODRIGO CODES SANDOVAL, 374;MONDUBIM;60712070;311;231; ;0;231
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;22;426; ;0;426
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;23;422; ;0;422
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;24;430; ;0;430
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;25;421; ;0;421
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;26;431; ;0;431
115;13897;FORTALEZA;1040;EEFM  PROFESSORA DIVA CABRAL;RUA HOLANDA, 701;MARAPONGA;60711000;27;443; ;0;443
115;13897;FORTALEZA;1058;ESCOLA MARISTA SAGRADO CORAÇÃO;RUA VIDAL DE NEGREIROS, 550;JARDIM CEARENSE;60711440;28;424; ;0;424
115;13897;FORTALEZA;1058;ESCOLA MARISTA SAGRADO CORAÇÃO;RUA VIDAL DE NEGREIROS, 550;JARDIM CEARENSE;60711440;29;425; ;0;425
115;13897;FORTALEZA;1058;ESCOLA MARISTA SAGRADO CORAÇÃO;RUA VIDAL DE NEGREIROS, 550;JARDIM CEARENSE;60711440;30;427; ;0;427
115;13897;FORTALEZA;1058;ESCOLA MARISTA SAGRADO CORAÇÃO;RUA VIDAL DE NEGREIROS, 550;JARDIM CEARENSE;60711440;265;372; ;0;372
115;13897;FORTALEZA;1058;ESCOLA MARISTA SAGRADO CORAÇÃO;RUA VIDAL DE NEGREIROS, 550;JARDIM CEARENSE;60711440;300;372; ;0;372
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;31;385; ;0;385
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;32;400; ;0;400
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;33;397; ;0;397
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;34;396; ;0;396
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;35;405; ;0;405
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;36;398; ;0;398
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;273;392; ;0;392
115;13897;FORTALEZA;1066;ESCOLA MUNICIPAL THOMAZ POMPEU SOBRINHO;RUA JOSE MENELEU, 531;PARANGABA;60710300;308;137; ;0;137
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;37;397; ;0;397
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;38;397; ;0;397
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;39;406; ;0;406
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;40;398; ;0;398
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;41;409; ;0;409
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;42;412; ;0;412
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;43;408; ;0;408
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;44;413; ;0;413
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;45;399; ;0;399
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;46;392; ;0;392
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;47;402; ;0;402
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;48;395; ;0;395
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;49;400; ;0;400
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;50;394; ;0;394
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;51;392; ;0;392
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;52;403; ;0;403
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;53;403; ;0;403
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;54;409; ;0;409
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;55;406; ;0;406
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;56;399; ;0;399
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;57;402; ;0;402
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;58;397; ;0;397
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;59;392; ;0;392
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;60;407; ;0;407
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;277;393; ;0;393
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;289;396; ;0;396
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;295;391; ;0;391
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;303;390; ;0;390
115;13897;FORTALEZA;1074;UNIVERSIDADE ESTADUAL DO CEARA - UECE;AV DR. SILAS MUGUBA, 1700;ITAPERI;60740000;312;283; ;0;283
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;69;250; ;0;250
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;70;248; ;0;248
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;71;206; ;0;206
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;72;185; ;0;185
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;73;140;74;133;273
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;75;116; 80, 79;230;346
115;13897;FORTALEZA;1090;ESCOLA MUNICIPAL VICENTE FIALHO;RUA IRMA BAZET, 193;MONTESE;60420670;76;125; 78, 77;234;359
115;13897;FORTALEZA;1104;CENTRO EDUCACIONAL SÃO JOSÉ;RUA BOA NOITE, 149;MONTESE;60421570;87;409; ;0;409
115;13897;FORTALEZA;1104;CENTRO EDUCACIONAL SÃO JOSÉ;RUA BOA NOITE, 149;MONTESE;60421570;88;433; ;0;433
115;13897;FORTALEZA;1104;CENTRO EDUCACIONAL SÃO JOSÉ;RUA BOA NOITE, 149;MONTESE;60421570;210;304; ;0;304
115;13897;FORTALEZA;1104;CENTRO EDUCACIONAL SÃO JOSÉ;RUA BOA NOITE, 149;MONTESE;60421570;282;272; ;0;272
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;89;390; ;0;390
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;90;387; ;0;387
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;91;392; ;0;392
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;92;386; ;0;386
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;93;389; ;0;389
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;94;392; ;0;392
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;95;386; ;0;386
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;96;392; ;0;392
115;13897;FORTALEZA;1112;COLEGIO DUQUE DE CAXIAS;RUA  PERU, 1675;SERRINHA;60740510;288;386; ;0;386
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;97;378; ;0;378
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;98;375; ;0;375
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;99;361; ;0;361
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;100;359;280;113;472
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;101;372; ;0;372
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;102;382; ;0;382
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;103;384; ;0;384
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;104;371; ;0;371
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;257;367; ;0;367
115;13897;FORTALEZA;1120;COLEGIO ATENEU (MESQUITA MENDES);RUA DOM CARLOTO TAVORA, 701;PARANGABA;60421070;258;382; ;0;382
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;105;391; ;0;391
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;106;393; ;0;393
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;107;393; ;0;393
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;108;396; ;0;396
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;109;395; ;0;395
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;110;394; ;0;394
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;111;391; ;0;391
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;112;392; ;0;392
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;113;394; ;0;394
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;114;393; ;0;393
115;13897;FORTALEZA;1139;COLEGIO NOSSA SENHORA DO CARMO (GILVANIRA FERNANDES);RUA ELVIRA PINHO, 400;MONTESE;60421000;115;392; ;0;392
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;121;421; ;0;421
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;122;422; ;0;422
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;123;420; ;0;420
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;124;421; ;0;421
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;125;423; ;0;423
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;271;420; ;0;420
115;13897;FORTALEZA;1147;DETRAN;AV GODOFREDO MACIEL, 2900;MARAPONGA;60710684;292;420; ;0;420
115;13897;FORTALEZA;1155;COLÉGIO RAIO DE LUZ;RUA ARARIBÓIA, 192;PARANGABA;60710140;135;360; ;0;360
115;13897;FORTALEZA;1155;COLÉGIO RAIO DE LUZ;RUA ARARIBÓIA, 192;PARANGABA;60710140;136;360; ;0;360
115;13897;FORTALEZA;1155;COLÉGIO RAIO DE LUZ;RUA ARARIBÓIA, 192;PARANGABA;60710140;200;361; ;0;361
115;13897;FORTALEZA;1155;COLÉGIO RAIO DE LUZ;RUA ARARIBÓIA, 192;PARANGABA;60710140;274;356; ;0;356
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;137;423; ;0;423
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;138;421; ;0;421
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;139;419; ;0;419
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;140;426; ;0;426
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;141;419; ;0;419
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;142;421; ;0;421
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;143;421; ;0;421
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;144;421; ;0;421
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;145;423; ;0;423
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;146;419; ;0;419
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;147;422; ;0;422
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;148;424; ;0;424
115;13897;FORTALEZA;1163;EEFM CEL PROF JOSÉ AURÉLIO CÂMARA;RUA JORGE ACURCIO, 655;VILA UNIÃO;60410800;149;423; ;0;423
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;150;370; ;0;370
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;151;374; ;0;374
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;152;374; ;0;374
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;153;377; ;0;377
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;154;372; ;0;372
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;155;376; ;0;376
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;156;379; ;0;379
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;157;382; ;0;382
115;13897;FORTALEZA;1171;EEF GENERAL MANUEL CORDEIRO NETO;RUA JORGE ACURCIO, 900;VILA UNIÃO;60410800;275;375; ;0;375
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;163;365; ;0;365
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;164;365; ;0;365
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;165;364; ;0;364
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;166;364; ;0;364
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;167;366; ;0;366
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;168;367; ;0;367
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;169;360; ;0;360
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;170;365; ;0;365
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;171;363; ;0;363
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;172;364; ;0;364
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;173;362; ;0;362
115;13897;FORTALEZA;1180;EEFM JOAO MATTOS;RUA ALMIRANTE RUBIM, 1014;MONTESE;60425480;174;360; ;0;360
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;181;382; ;0;382
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;182;379; ;0;379
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;183;380; ;0;380
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;184;379; ;0;379
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;185;383; ;0;383
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;186;379; ;0;379
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;187;379; ;0;379
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;188;378; ;0;378
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;189;380; ;0;380
115;13897;FORTALEZA;1198;EEFM MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO;RUA ALVARO FERNANDES, 913;MONTESE;60420570;278;387; ;0;387
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;190;384; ;0;384
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;191;385; ;0;385
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;192;385; ;0;385
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;193;380; ;0;380
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;194;384; ;0;384
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;195;385; ;0;385
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;196;383; ;0;383
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;197;385; ;0;385
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;198;381; ;0;381
115;13897;FORTALEZA;1201;EEFM MARIA TOMASIA;RUA POLONIA, 369;PARANGABA;60710500;199;381; ;0;381
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;201;318; ;0;318
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;202;329; ;0;329
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;203;326; ;0;326
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;204;324; ;0;324
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;205;329; ;0;329
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;206;320; ;0;320
115;13897;FORTALEZA;1210;COLÉGIO NOSSA SENHORA APARECIDA;AV PROFESSOR GOMES DE MATOS, 1921;MONTESE;60410001;207;320; ;0;320
115;13897;FORTALEZA;1236;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;216;391; ;0;391
115;13897;FORTALEZA;1236;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;217;393; ;0;393
115;13897;FORTALEZA;1236;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;218;386; ;0;386
115;13897;FORTALEZA;1236;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;219;391; ;0;391
115;13897;FORTALEZA;1236;ESCOLA MUNICIPAL PAPA JOÃO XXIII;AV TREZE DE ABRIL, 545;VILA UNIÃO;60416230;220;386; ;0;386
